SaleID(Integer),DateKey(Integer),ProductKey(Integer),StoreKey(Integer),QuantitySold(Integer),TotalAmount(Double)
4593,172,249,44,20,617.06
4594,10,825,61,10,157.29
4595,112,547,24,16,878.06
4596,370,175,138,4,156.52
4597,421,977,154,20,921.35
4598,106,841,70,18,449.11
4599,271,709,75,14,416.96
4600,403,57,28,18,747.44
4601,133,764,194,15,768.02
4602,13,44,177,17,743.34
4603,18,15,55,11,436.38
4604,481,410,70,20,538.59
4605,320,122,140,2,84.68
4606,206,829,157,5,63.36
4607,10,374,43,4,92.12
4608,22,291,157,13,597.47
4609,171,157,43,13,708.81
4610,68,308,97,8,333.98
4611,244,50,12,1,47.09
4612,137,658,14,13,560.54
4613,348,826,105,2,84.73
4614,420,785,146,12,234.52
4615,31,731,100,17,775.31
4616,84,660,152,14,577.96
4617,264,696,93,13,192.44
4618,141,720,128,5,279.86
4619,427,990,172,4,149.62
4620,23,232,68,16,942.73
4621,407,526,62,5,268.29
4622,266,165,62,1,47.38
4623,354,63,20,7,170.62
4624,143,193,85,18,293.39
4625,271,344,198,12,529.99
4626,392,496,39,2,27.49
4627,393,191,135,17,737.48
4628,412,411,105,6,336.62
4629,226,897,153,18,204.48
4630,166,969,130,13,620.83
4631,204,942,192,1,14.61
4632,88,107,46,12,333.29
4633,476,528,84,17,663.02
4634,257,323,23,6,215.08
4635,8,81,47,9,351.65
4636,150,409,183,13,174.88
4637,435,438,143,4,191.28
4638,402,195,56,2,21.03
4639,148,556,69,20,1006.85
4640,220,392,69,20,1132.66
4641,159,805,107,15,406.17
4642,283,617,146,11,252.71
4643,465,679,85,11,223.02
4644,327,156,119,14,596.61
4645,99,529,101,7,335.00
4646,378,237,90,12,407.09
4647,422,323,122,7,385.63
4648,318,962,11,4,89.68
4649,111,777,106,17,648.13
4650,172,762,81,18,1065.80
4651,261,932,179,3,141.86
4652,247,610,18,7,134.44
4653,376,637,2,19,349.66
4654,496,940,153,19,480.71
4655,248,39,43,17,338.28
4656,86,206,25,13,756.05
4657,324,560,118,8,262.77
4658,171,588,94,15,566.74
4659,42,204,106,11,143.24
4660,453,162,27,13,228.56
4661,395,575,74,6,82.48
4662,111,753,103,6,262.83
4663,77,556,141,10,179.51
4664,111,37,9,11,112.80
4665,328,935,188,14,529.31
4666,28,696,171,7,187.85
4667,262,587,68,9,108.85
4668,42,53,194,6,121.06
4669,322,305,132,9,180.66
4670,306,884,108,1,59.31
4671,216,726,192,2,75.24
4672,349,797,92,7,284.35
4673,221,167,50,20,923.80
4674,365,324,128,20,1110.88
4675,161,124,178,10,489.33
4676,283,601,154,4,139.22
4677,295,6,92,16,248.37
4678,412,370,100,3,41.72
4679,356,383,31,3,84.93
4680,430,599,28,7,144.44
4681,27,941,182,4,227.34
4682,340,881,104,6,79.82
4683,358,498,159,4,142.09
4684,346,887,163,18,284.67
4685,310,35,56,4,137.91
4686,387,237,94,7,245.88
4687,14,852,97,18,285.56
4688,112,562,139,1,19.08
4689,498,860,180,19,694.85
4690,122,702,147,8,138.27
4691,410,634,81,15,627.94
4692,464,429,128,1,47.51
4693,450,643,166,3,81.86
4694,191,852,125,10,122.62
4695,160,159,83,5,284.85
4696,148,126,154,14,682.94
4697,101,360,163,7,372.83
4698,76,194,196,10,161.18
4699,115,990,22,2,49.46
4700,79,764,57,12,128.83
4701,267,290,147,15,287.05
4702,327,965,18,6,359.91
4703,307,156,154,17,243.06
4704,204,313,34,16,783.51
4705,383,732,120,1,39.55
4706,36,373,131,12,120.06
4707,345,66,107,10,228.08
4708,169,906,17,10,159.83
4709,400,754,165,20,685.60
4710,327,777,38,12,667.63
4711,441,912,5,17,795.29
4712,69,348,117,2,86.29
4713,25,691,56,19,1135.72
4714,84,582,59,8,239.93
4715,123,946,38,2,37.63
4716,54,792,184,15,735.04
4717,98,520,144,5,71.71
4718,401,576,124,2,98.62
4719,231,781,95,20,436.77
4720,48,622,117,10,244.91
4721,129,538,56,2,29.87
4722,285,989,141,3,95.12
4723,306,160,92,20,633.10
4724,437,988,168,6,223.39
4725,46,423,100,11,240.95
4726,296,936,44,13,756.52
4727,91,382,160,18,339.89
4728,276,15,90,9,302.09
4729,395,164,8,12,399.88
4730,252,770,10,16,341.47
4731,359,545,123,9,128.22
4732,359,151,83,15,869.70
4733,429,138,140,16,529.19
4734,35,81,64,15,288.53
4735,98,216,197,14,783.38
4736,209,133,23,12,664.05
4737,42,315,27,14,792.62
4738,71,43,91,14,617.46
4739,68,401,152,13,585.65
4740,285,247,34,1,21.78
4741,462,437,183,12,423.25
4742,370,874,98,4,146.44
4743,217,205,42,16,541.18
4744,354,425,77,15,379.41
4745,28,773,39,18,792.00
4746,76,297,75,13,363.74
4747,386,169,161,9,125.36
4748,149,436,143,4,107.02
4749,458,867,115,2,117.82
4750,368,204,83,8,184.51
4751,167,914,142,16,869.80
4752,471,34,61,11,513.89
4753,209,795,67,8,233.94
4754,480,594,59,13,494.33
4755,452,903,187,7,107.84
4756,380,719,172,7,297.36
4757,275,409,4,14,479.31
4758,89,181,4,18,839.07
4759,485,10,70,20,651.56
4760,174,384,82,14,473.11
4761,315,970,3,12,338.20
4762,52,367,37,20,1179.79
4763,126,461,84,18,448.15
4764,428,741,184,10,441.31
4765,69,712,184,8,215.67
4766,240,278,64,14,793.24
4767,276,544,15,13,443.19
4768,272,625,99,10,577.13
4769,331,334,140,10,566.05
4770,330,431,185,11,401.84
4771,42,32,138,17,782.65
4772,371,743,199,12,365.14
4773,370,950,76,3,56.90
4774,216,557,95,6,155.98
4775,157,263,168,1,32.43
4776,220,742,36,11,389.27
4777,16,24,101,20,618.80
4778,476,273,89,13,257.50
4779,25,914,97,3,88.94
4780,498,93,130,9,190.70
4781,308,997,7,2,25.56
4782,135,626,19,4,231.19
4783,15,660,197,17,730.18
4784,127,918,93,17,220.28
4785,414,583,187,10,367.86
4786,143,5,7,5,53.53
4787,233,143,111,12,329.33
4788,393,917,138,8,343.46
4789,377,785,61,18,917.74
4790,449,389,69,10,190.44
4791,318,370,76,4,211.00
4792,185,136,152,15,880.76
4793,11,435,140,16,202.83
4794,476,387,141,11,412.45
4795,220,498,194,8,448.81
4796,388,519,73,10,234.23
4797,289,742,197,13,706.40
4798,41,876,16,15,366.81
4799,212,324,42,17,482.26
4800,242,276,127,4,170.49
4801,121,210,60,6,354.46
4802,197,673,43,19,630.04
4803,431,760,15,2,119.40
4804,83,683,175,16,456.80
4805,427,270,147,18,805.70
4806,275,121,148,4,229.72
4807,36,406,38,16,730.45
4808,381,426,170,5,210.10
4809,321,79,9,18,811.11
4810,248,671,124,15,168.13
4811,119,227,52,10,212.01
4812,208,360,112,15,561.64
4813,35,110,94,18,575.04
4814,158,633,156,19,513.75
4815,389,891,12,8,388.84
4816,181,737,4,19,489.09
4817,64,941,74,4,190.57
4818,462,78,152,12,530.55
4819,182,599,55,7,251.98
4820,305,446,44,3,42.64
4821,476,848,122,1,54.77
4822,30,941,128,4,90.22
4823,238,935,18,9,508.79
4824,235,792,150,8,249.86
4825,196,703,75,12,254.32
4826,412,115,82,17,218.61
4827,65,1000,132,4,92.56
4828,346,429,132,2,94.50
4829,494,177,189,16,499.51
4830,134,317,138,3,118.75
4831,236,229,37,10,513.70
4832,437,663,97,19,224.90
4833,180,826,193,17,968.14
4834,320,8,75,9,502.08
4835,203,304,81,13,160.20
4836,290,379,74,17,669.95
4837,80,156,140,1,33.08
4838,198,446,139,8,114.51
4839,349,505,4,4,157.94
4840,216,254,7,14,614.73
4841,335,152,187,7,385.22
4842,240,683,44,12,155.74
4843,187,900,164,18,1029.98
4844,153,600,17,14,631.08
4845,131,973,118,10,140.42
4846,93,306,70,16,237.84
4847,426,575,131,16,716.91
4848,18,843,186,3,137.65
4849,31,133,142,1,43.95
4850,93,804,135,1,17.99
4851,341,568,18,15,573.75
4852,402,284,24,10,124.26
4853,60,582,80,3,97.40
4854,427,624,179,5,256.65
4855,453,481,32,4,210.48
4856,359,311,27,3,71.89
4857,251,941,192,15,676.32
4858,153,482,13,1,56.76
4859,66,613,9,1,30.35
4860,250,902,90,7,362.68
4861,309,876,54,8,180.29
4862,395,254,37,18,512.46
4863,275,515,88,18,645.51
4864,23,921,123,2,43.16
4865,91,340,93,5,210.19
4866,136,125,8,6,140.24
4867,42,17,31,6,143.29
4868,406,214,129,14,191.70
4869,323,361,16,7,209.83
4870,214,334,164,18,497.19
4871,326,481,98,13,757.12
4872,149,177,76,17,207.99
4873,334,860,84,20,547.48
4874,121,156,177,15,230.09
4875,27,639,88,9,442.60
4876,33,443,61,9,197.75
4877,348,179,9,13,533.61
4878,244,517,34,5,84.13
4879,403,855,90,15,165.59
4880,364,45,119,2,75.89
4881,116,753,73,18,210.90
4882,269,567,34,10,239.41
4883,284,433,178,16,286.69
4884,302,789,112,17,359.76
4885,337,667,104,9,414.62
4886,469,884,184,5,253.57
4887,424,511,142,16,846.63
4888,262,550,167,10,578.56
4889,59,678,27,6,255.59
4890,453,550,108,16,595.03
4891,433,444,179,4,227.32
4892,112,131,68,9,524.40
4893,449,485,98,19,781.39
4894,452,938,73,20,683.10
4895,342,902,179,3,103.62
4896,30,187,171,2,68.47
4897,385,872,167,15,646.38
4898,283,47,25,13,465.18
4899,80,379,97,17,371.49
4900,277,676,194,20,655.67
4901,299,861,101,17,581.69
4902,257,215,173,15,543.09
4903,350,62,72,1,52.43
4904,308,44,39,16,727.52
4905,418,186,106,9,383.75
4906,281,483,27,14,347.29
4907,475,490,56,20,866.56
4908,130,641,100,5,53.60
4909,358,311,102,20,690.50
4910,36,457,14,3,160.15
4911,379,452,49,6,232.68
4912,309,511,59,7,197.34
4913,37,623,66,11,385.78
4914,336,89,146,4,225.81
4915,94,331,182,7,107.20
4916,116,73,35,1,11.03
4917,208,526,43,11,176.37
4918,302,530,166,20,675.34
4919,37,298,156,15,849.59
4920,58,557,50,17,225.15
4921,440,514,61,9,101.28
4922,486,152,145,17,195.93
4923,20,763,137,1,54.60
4924,109,363,17,15,530.53
4925,429,189,152,10,592.04
4926,298,71,6,4,143.96
4927,19,437,15,1,32.29
4928,388,653,123,19,618.86
4929,331,504,135,14,368.72
4930,251,711,48,15,300.36
4931,78,293,39,9,157.75
4932,186,231,95,2,49.05
4933,28,1000,93,19,701.21
4934,424,425,39,11,655.55
4935,205,343,158,18,344.83
4936,486,950,106,16,587.43
4937,48,419,15,9,216.56
4938,358,103,130,14,189.72
4939,9,429,52,6,150.92
4940,109,700,134,18,675.46
4941,270,434,13,3,70.02
4942,191,319,100,9,412.38
4943,474,917,120,4,200.07
4944,212,865,15,8,200.43
4945,284,487,113,19,1008.61
4946,44,743,80,14,207.84
4947,263,782,38,16,958.70
4948,124,153,73,2,23.38
4949,128,455,79,17,291.21
4950,100,225,181,13,134.06
4951,254,537,186,19,892.67
4952,8,964,164,17,908.64
4953,14,928,156,11,250.61
4954,462,967,3,9,289.71
4955,266,227,155,19,1127.46
4956,443,55,57,10,246.19
4957,207,123,24,4,129.36
4958,183,422,28,6,190.86
4959,159,496,162,2,41.91
4960,28,718,138,20,928.45
4961,250,722,173,8,468.05
4962,319,269,189,20,779.77
4963,34,592,145,18,807.14
4964,301,229,54,17,705.57
4965,282,433,70,4,94.26
4966,40,573,187,5,166.50
4967,83,77,189,1,54.98
4968,213,729,156,16,856.50
4969,214,702,129,9,258.52
4970,199,570,151,6,187.61
4971,398,857,84,9,326.77
4972,483,10,36,11,479.59
4973,278,324,198,9,214.92
4974,327,943,19,9,492.20
4975,188,563,120,19,536.65
4976,193,618,9,1,52.09
4977,76,738,86,11,319.45
4978,256,148,163,18,331.02
4979,351,881,83,15,231.70
4980,434,437,146,8,370.68
4981,460,256,110,2,73.57
4982,193,306,53,12,341.94
4983,70,102,113,16,803.56
4984,345,698,125,10,108.60
4985,13,465,42,1,20.54
4986,23,812,170,4,58.98
4987,115,4,122,19,257.29
4988,420,343,131,10,279.13
4989,62,648,91,18,646.72
4990,261,454,43,4,130.43
4991,251,585,110,11,402.22
4992,294,575,88,14,586.91
4993,430,6,185,17,550.46
4994,323,544,54,19,241.20
4995,250,972,199,18,210.26
4996,326,142,169,13,673.48
4997,190,152,34,13,503.69
4998,79,99,127,6,339.68
4999,393,167,115,5,106.45
5000,11,290,69,18,544.99
5001,358,93,146,13,665.81
5002,264,817,88,20,590.75
5003,479,230,144,6,324.35
5004,286,547,180,13,377.72
5005,304,484,1,7,229.56
5006,250,728,34,11,337.96
5007,113,894,15,20,239.56
5008,108,739,67,19,825.09
5009,389,632,130,15,483.41
5010,264,246,154,1,33.79
5011,150,701,99,19,710.91
5012,422,701,191,14,402.69
5013,278,422,135,6,275.67
5014,139,101,166,15,432.49
5015,337,870,128,3,172.07
5016,272,311,22,3,106.53
5017,209,477,118,6,176.31
5018,276,302,158,17,314.68
5019,83,685,188,13,678.98
5020,222,74,122,14,807.57
5021,211,883,167,3,42.51
5022,451,520,68,8,157.75
5023,438,750,169,15,886.69
5024,115,944,46,5,116.00
5025,164,341,172,7,383.76
5026,183,513,132,13,676.30
5027,445,968,18,15,205.69
5028,361,820,55,17,719.14
5029,490,254,88,10,131.17
5030,359,171,5,2,105.83
5031,89,966,170,7,155.62
5032,379,716,69,11,252.34
5033,159,285,121,12,477.61
5034,29,111,71,5,243.48
5035,270,619,1,8,265.86
5036,280,536,144,20,1186.18
5037,207,259,79,4,128.80
5038,82,699,155,12,339.30
5039,317,245,15,18,913.56
5040,381,315,172,6,310.49
5041,299,81,179,14,451.08
5042,124,14,87,10,151.58
5043,225,770,151,9,388.95
5044,364,864,14,8,182.92
5045,17,68,146,11,356.49
5046,473,921,72,7,75.37
5047,403,420,86,4,232.97
5048,468,757,165,5,280.87
5049,459,19,8,11,309.63
5050,9,727,151,13,515.80
5051,202,422,139,8,409.14
5052,15,345,27,15,743.28
5053,364,270,85,5,207.69
5054,257,556,37,18,260.83
5055,155,263,69,16,396.88
5056,289,776,186,20,931.90
5057,83,735,92,4,189.28
5058,83,232,168,18,989.32
5059,311,13,184,13,138.99
5060,175,133,200,6,206.47
5061,56,139,56,10,530.76
5062,487,604,172,8,339.76
5063,217,58,9,14,630.43
5064,17,941,132,6,158.81
5065,129,497,14,11,275.82
5066,338,546,131,12,206.33
5067,285,58,78,8,85.24
5068,40,377,159,7,237.81
5069,266,912,134,13,746.50
5070,434,999,46,4,124.95
5071,436,209,135,14,330.93
5072,193,835,116,18,337.14
5073,331,748,19,12,668.07
5074,292,75,97,2,113.08
5075,454,887,40,16,714.85
5076,165,974,57,4,58.62
5077,269,232,47,11,513.59
5078,119,207,12,7,82.04
5079,348,270,61,14,534.93
5080,211,537,4,4,215.76
5081,157,532,48,8,275.93
5082,111,124,37,12,203.10
5083,356,369,157,1,37.43
5084,306,60,95,12,449.63
5085,426,462,134,18,841.68
5086,311,505,184,7,73.28
5087,496,565,33,3,152.46
5088,41,112,165,20,947.26
5089,223,203,139,8,472.14
5090,231,492,16,9,138.08
5091,104,587,51,17,259.90
5092,54,409,44,12,148.52
5093,174,511,138,17,728.30
5094,227,694,4,5,138.71
5095,64,731,32,11,142.01
5096,104,670,162,4,218.45
5097,468,311,49,9,100.15
5098,243,650,115,6,80.83
5099,115,496,86,6,132.58
5100,130,670,96,3,54.75
5101,315,28,112,6,163.26
5102,150,781,97,7,290.31
5103,235,393,55,3,60.70
5104,134,787,131,18,1044.15
5105,11,482,136,19,1056.47
5106,284,342,88,8,454.97
5107,139,77,109,9,388.23
5108,347,865,70,11,514.76
5109,59,219,22,6,62.18
5110,301,750,144,17,826.88
5111,4,396,76,6,223.27
5112,312,70,154,19,917.61
5113,349,151,62,16,837.54
5114,456,928,73,5,247.69
5115,253,452,28,19,244.11
5116,463,698,151,6,248.20
5117,266,70,153,18,887.15
5118,309,544,172,7,126.48
5119,148,304,37,3,67.68
5120,76,959,40,8,231.08
5121,148,354,32,16,676.04
5122,12,278,62,7,308.58
5123,260,857,114,7,310.80
5124,88,905,147,10,140.32
5125,450,585,54,5,295.27
5126,127,667,141,4,164.74
5127,173,119,167,10,504.58
5128,383,70,119,4,129.01
5129,500,848,26,15,438.17
5130,497,233,49,14,564.34
5131,360,159,115,5,158.58
5132,130,430,190,19,699.86
5133,430,711,108,18,656.28
5134,366,765,141,12,356.94
5135,21,262,31,19,649.37
5136,130,762,121,19,962.12
5137,64,306,4,13,561.39
5138,453,639,149,10,474.83
5139,71,987,62,8,296.07
5140,164,367,151,4,62.46
5141,253,844,79,9,332.20
5142,183,255,94,10,220.62
5143,71,64,91,4,85.78
5144,359,602,31,11,502.91
5145,414,917,26,4,127.29
5146,5,33,9,1,28.02
5147,198,63,127,11,433.86
5148,50,996,129,1,17.30
5149,290,484,6,14,815.79
5150,435,569,137,1,21.75
5151,196,271,177,5,217.03
5152,9,734,162,13,186.92
5153,318,68,122,16,649.57
5154,216,189,177,8,423.40
5155,479,896,93,7,230.82
5156,43,5,38,1,34.08
5157,207,378,21,12,574.52
5158,152,272,143,10,555.49
5159,122,617,14,3,34.53
5160,163,734,12,20,1004.60
5161,298,27,162,17,916.21
5162,490,748,13,9,105.40
5163,60,31,44,14,336.02
5164,428,289,190,8,242.47
5165,109,457,186,10,114.48
5166,167,62,179,12,589.69
5167,325,536,103,11,210.79
5168,416,473,166,8,424.40
5169,383,549,190,18,576.36
5170,301,925,78,1,32.09
5171,222,906,163,20,837.04
5172,115,736,91,13,398.16
5173,277,892,43,12,180.95
5174,161,386,157,1,32.65
5175,258,400,147,3,52.44
5176,277,510,107,20,1015.18
5177,204,318,117,19,790.65
5178,459,503,15,15,408.07
5179,218,532,190,13,490.78
5180,132,889,79,20,402.07
5181,304,385,109,18,612.73
5182,177,355,159,19,944.68
5183,234,564,142,13,610.75
5184,339,261,187,15,166.57
5185,149,736,163,19,748.51
5186,281,483,73,11,557.46
5187,202,495,164,16,165.21
5188,437,36,123,5,199.28
5189,361,89,173,6,87.58
5190,96,712,147,3,170.06
5191,170,895,149,9,175.78
5192,289,86,167,17,555.77
5193,236,561,23,2,63.46
5194,184,918,181,11,574.76
5195,427,384,113,12,698.62
5196,277,721,17,10,240.35
5197,33,177,66,17,468.34
5198,375,913,170,6,66.01
5199,53,390,96,18,1033.70
5200,80,791,27,6,105.07
5201,487,362,94,4,179.79
5202,290,801,85,16,628.50
5203,436,154,116,14,321.15
5204,28,397,138,15,548.41
5205,85,891,16,19,1039.65
5206,476,966,21,3,30.83
5207,220,108,130,12,706.78
5208,444,873,22,13,514.98
5209,55,561,102,2,107.84
5210,177,412,34,9,106.93
5211,476,984,89,8,380.03
5212,171,315,88,16,456.27
5213,239,748,158,9,108.66
5214,112,166,126,6,336.37
5215,383,636,106,6,131.37
5216,320,979,35,9,333.69
5217,409,175,75,11,316.72
5218,378,557,94,17,883.31
5219,71,967,119,6,233.71
5220,125,479,108,9,446.46
5221,408,807,168,13,334.36
5222,81,465,199,18,519.32
5223,250,730,45,4,81.99
5224,10,165,34,14,236.82
5225,444,97,147,15,336.13
5226,278,733,74,16,943.25
5227,158,89,50,8,282.77
5228,147,283,39,4,238.22
5229,11,951,116,1,39.46
5230,388,982,89,3,70.06
5231,132,441,152,10,407.72
5232,218,589,118,8,200.69
5233,340,859,68,4,133.25
5234,143,91,88,17,637.65
5235,329,810,97,5,201.63
5236,311,486,132,5,239.36
5237,111,392,8,9,406.27
5238,270,332,46,12,666.37
5239,172,277,2,18,817.44
5240,434,412,160,10,462.24
5241,191,703,108,1,41.85
5242,271,590,82,16,878.35
5243,170,126,73,1,50.80
5244,161,31,100,9,295.69
5245,3,118,145,8,315.77
5246,210,92,71,1,15.46
5247,452,345,191,5,245.05
5248,251,177,82,8,82.17
5249,195,745,104,9,263.53
5250,142,286,80,13,629.57
5251,292,24,86,3,47.56
5252,399,14,119,17,395.36
5253,213,419,21,18,424.36
5254,197,740,37,20,1050.03
5255,144,850,92,2,96.55
5256,280,916,84,17,776.00
5257,440,685,197,20,1048.73
5258,204,434,29,3,76.95
5259,99,83,120,18,495.52
5260,76,210,153,7,269.41
5261,373,932,16,3,71.80
5262,84,508,90,3,125.47
5263,486,121,1,7,98.42
5264,354,491,153,4,124.36
5265,114,509,169,13,763.89
5266,104,282,89,5,62.89
5267,325,523,107,7,394.90
5268,392,531,177,4,183.08
5269,358,572,170,6,155.80
5270,437,820,160,19,832.36
5271,268,803,33,2,29.03
5272,453,239,50,5,54.24
5273,264,335,49,12,471.98
5274,293,125,31,11,195.62
5275,467,148,164,8,462.39
5276,160,304,115,6,210.83
5277,480,255,118,15,359.02
5278,337,475,72,5,151.79
5279,252,123,59,17,870.31
5280,61,727,184,3,151.01
5281,57,29,59,11,327.09
5282,183,916,88,12,510.42
5283,8,161,58,5,181.79
5284,200,200,102,7,109.77
5285,226,903,3,4,213.64
5286,438,368,44,17,248.30
5287,5,342,12,8,420.01
5288,53,794,141,11,241.25
5289,206,386,5,12,375.39
5290,178,100,68,16,477.51
5291,128,981,81,9,180.11
5292,139,476,134,6,173.52
5293,137,456,71,14,489.85
5294,337,244,92,13,430.07
5295,420,429,122,15,468.34
5296,420,704,131,7,161.37
5297,441,923,19,9,337.74
5298,181,287,151,15,864.62
5299,176,637,168,9,504.26
5300,259,411,154,16,603.86
5301,374,335,38,12,245.67
5302,352,997,19,9,376.66
5303,327,429,97,4,102.32
5304,407,153,194,8,329.23
5305,491,594,108,18,243.83
5306,3,586,33,8,350.92
5307,376,923,124,12,659.36
5308,82,788,85,12,141.01
5309,351,118,102,1,45.24
5310,84,723,163,17,860.76
5311,346,250,168,8,444.58
5312,92,436,101,12,513.54
5313,453,780,93,17,645.08
5314,77,871,132,2,87.51
5315,95,659,73,20,408.50
5316,498,702,136,5,212.40
5317,249,649,189,17,900.94
5318,91,838,164,20,628.84
5319,154,918,92,17,662.42
5320,496,528,149,11,290.97
5321,145,979,59,12,360.57
5322,16,452,97,1,32.09
5323,139,184,7,10,155.92
5324,415,674,93,10,343.13
5325,482,531,103,16,346.33
5326,450,725,159,14,710.71
5327,300,190,83,8,190.16
5328,296,837,156,4,164.71
5329,205,251,76,5,236.09
5330,486,1,138,16,410.90
5331,119,7,74,14,405.70
5332,76,158,125,4,118.26
5333,375,736,52,4,125.78
5334,339,808,24,14,515.20
5335,333,996,145,3,169.60
5336,107,35,154,3,107.39
5337,106,80,141,7,348.66
5338,381,509,169,19,263.66
5339,7,682,31,10,156.31
5340,314,795,186,6,231.46
5341,322,748,143,3,87.61
5342,499,678,150,3,167.34
5343,340,853,37,15,274.33
5344,453,609,154,4,63.07
5345,250,477,68,3,130.97
5346,366,944,134,6,163.96
5347,457,789,189,10,514.79
5348,278,848,189,7,407.71
5349,121,225,176,6,328.33
5350,68,310,173,10,339.01
5351,30,204,20,15,337.41
5352,421,958,93,18,852.47
5353,329,38,111,19,429.86
5354,10,562,3,16,605.28
5355,214,964,17,17,876.39
5356,254,147,96,7,174.23
5357,32,124,90,9,523.33
5358,343,920,68,13,310.66
5359,27,627,44,14,445.11
5360,319,610,12,17,192.00
5361,358,494,74,16,737.67
5362,136,593,82,20,890.18
5363,217,954,143,16,242.04
5364,436,262,164,17,1017.29
5365,133,672,76,5,247.62
5366,490,797,197,17,471.72
5367,491,360,169,4,51.79
5368,473,613,169,16,328.11
5369,383,576,44,12,588.03
5370,367,38,61,13,183.03
5371,381,850,71,13,304.11
5372,180,598,187,17,487.05
5373,127,72,19,8,273.42
5374,190,482,59,4,198.35
5375,153,301,170,13,152.85
5376,73,573,5,6,175.00
5377,444,153,58,16,705.78
5378,475,159,180,17,943.54
5379,494,344,133,16,443.51
5380,41,269,110,11,520.67
5381,361,288,165,6,301.16
5382,421,175,71,18,275.26
5383,1,822,156,3,126.97
5384,272,859,171,7,158.26
5385,286,108,153,6,236.16
5386,477,533,122,17,370.49
5387,116,40,70,1,29.12
5388,96,688,110,5,157.67
5389,307,124,175,15,550.30
5390,112,549,105,15,867.37
5391,246,150,149,14,664.59
5392,496,494,187,11,443.60
5393,149,491,111,11,603.91
5394,173,535,184,10,442.49
5395,397,661,145,19,227.32
5396,410,769,38,11,517.03
5397,185,718,38,1,24.06
5398,489,723,92,7,208.56
5399,155,352,145,3,149.08
5400,217,270,191,13,606.75
5401,57,851,170,5,187.40
5402,310,884,191,10,168.73
5403,51,787,131,6,345.71
5404,36,629,54,17,549.18
5405,316,203,137,5,250.01
5406,230,127,17,11,190.46
5407,190,673,55,12,293.06
5408,483,417,200,20,528.27
5409,491,960,198,9,288.65
5410,329,844,152,18,203.04
5411,426,20,89,17,440.96
5412,14,694,65,18,488.55
5413,187,462,156,6,104.05
5414,382,898,34,17,707.90
5415,399,508,28,16,639.76
5416,229,368,56,8,358.34
5417,125,668,90,17,564.75
5418,491,390,62,1,14.84
5419,393,253,80,19,1052.19
5420,467,553,183,11,574.07
5421,439,154,142,16,361.99
5422,242,740,176,4,190.56
5423,376,340,62,8,168.59
5424,134,898,137,9,218.23
5425,205,939,122,18,919.12
5426,55,66,58,7,331.31
5427,177,601,39,17,759.37
5428,273,175,171,1,48.85
5429,189,291,75,17,789.95
5430,17,554,36,19,771.30
5431,11,989,129,11,605.67
5432,348,750,44,10,524.24
5433,371,609,173,6,236.90
5434,417,143,29,10,239.15
5435,136,92,123,5,208.64
5436,259,552,93,1,49.82
5437,491,533,73,6,356.94
5438,433,558,128,13,589.85
5439,473,90,5,12,276.11
5440,347,749,26,2,97.29
5441,107,281,192,5,231.88
5442,494,614,57,10,446.44
5443,290,64,89,3,83.54
5444,277,706,152,7,97.11
5445,270,74,54,10,100.11
5446,372,399,70,3,73.49
5447,60,375,141,3,149.07
5448,169,981,141,2,56.95
5449,236,775,32,19,1110.51
5450,430,228,48,12,639.85
5451,54,203,71,7,334.33
5452,188,37,20,5,103.76
5453,189,7,143,12,266.66
5454,283,227,63,3,162.35
5455,261,680,151,12,353.68
5456,143,686,39,16,296.57
5457,141,670,83,16,409.00
5458,432,107,122,14,293.70
5459,204,702,17,20,973.62
5460,87,761,35,20,691.10
5461,259,423,193,12,552.57
5462,156,316,5,18,349.48
5463,269,255,178,5,236.99
5464,308,143,184,16,579.46
5465,183,1,7,10,120.49
5466,435,489,193,16,347.75
5467,271,286,199,5,269.38
5468,163,582,119,18,1018.02
5469,271,853,155,2,24.81
5470,440,983,89,6,320.99
5471,251,304,82,19,518.43
5472,364,792,179,14,159.90
5473,368,829,104,17,594.32
5474,276,973,183,13,406.98
5475,28,541,117,3,176.64
5476,354,770,161,8,406.49
5477,339,917,25,17,171.15
5478,249,773,60,7,393.63
5479,276,847,37,8,409.64
5480,498,689,161,20,800.43
5481,5,500,69,5,58.64
5482,121,577,22,5,204.85
5483,377,393,25,16,815.15
5484,284,557,139,1,38.47
5485,39,635,50,4,51.44
5486,153,893,104,13,547.57
5487,469,304,25,17,971.49
5488,278,481,11,16,338.19
5489,267,83,66,10,521.87
5490,370,137,46,8,337.64
5491,122,355,72,20,295.40
5492,39,895,94,19,364.92
5493,50,41,146,7,338.61
5494,308,199,55,16,458.99
5495,227,21,162,20,684.72
5496,287,591,75,11,472.06
5497,421,868,38,6,254.54
5498,134,752,42,1,49.84
5499,230,936,55,3,150.41
5500,318,552,132,16,649.99
5501,52,516,23,10,119.28
5502,468,505,170,1,39.43
5503,309,498,72,2,94.63
5504,477,731,91,6,263.64
5505,39,467,198,5,152.01
5506,386,827,107,19,835.04
5507,462,155,173,20,790.66
5508,161,758,62,2,98.18
5509,204,103,95,8,335.95
5510,203,389,74,10,578.49
5511,159,452,94,14,493.23
5512,386,325,84,20,798.87
5513,279,804,16,7,250.92
5514,152,74,9,13,302.11
5515,287,216,119,2,32.66
5516,213,753,126,20,356.84
5517,243,405,55,8,286.12
5518,282,672,146,10,315.61
5519,116,900,50,19,753.92
